Date,Season,Country,Region,Aircraft,Operator,Schedule,Total on board,Survivors,Total fatalities,Crash cause
1941-05-02,Spring,United Kingdom,Europe,Blackburn B-26 Botha,Royal Air Force - RAF,Squires Gate - Squires Gate,4,No,4,Technical failure
1941-05-03,Spring,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,6,Yes,0,"Terrorism act, Hijacking, Sabotage"
1941-05-05,Spring,Sweden,Europe,De Havilland DH.60 Moth,Private Swedish,,2,Yes,0,Unknown
1941-05-06,Spring,Nigeria,Africa,Bristol 130 Bombay,Royal Air Force - RAF,,0,Yes,0,Weather
1941-05-11,Spring,Norway,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,6,Yes,0,Technical failure
1941-05-12,Spring,Germany,Europe,Vickers 290 Wellington I,Royal Air Force - RAF,,6,No,6,"Terrorism act, Hijacking, Sabotage"
1941-05-15,Spring,New Zealand,Oceania,Airspeed AS.10 Oxford,Royal New Zealand Air Force - RNZAF,Woodbourne - Woodbourne,1,No,1,Human factor
1941-05-16,Spring,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,6,No,6,Technical failure
1941-05-16,Spring,United Kingdom,Europe,Consolidated B-24 Liberator,Royal Air Force - RAF,,0,Yes,0,Technical failure
1941-05-16,Spring,United States of America,North America,Beechcraft AT-7 Navigator,United States Army Air Corps - USAAC,Louisville – Pittsburgh,5,No,5,Unknown
1941-05-18,Spring,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,8,Yes,0,Technical failure
1941-05-21,Spring,United Kingdom,Europe,De Havilland DH.84 Dragon,Allied Airways,Glasgow – Inverness – Wick,7,Yes,0,Unknown
1941-05-26,Spring,United Kingdom,Europe,Avro 679 Manchester,Avro Aircraft,Hucknall - Ternhill,4,Yes,1,Unknown
1941-05-27,Spring,United Kingdom,Europe,De Havilland DH.89 Dragon Rapide,Royal Air Force - RAF,,7,No,7,Unknown
1941-05-29,Spring,New Zealand,Oceania,Airspeed AS.10 Oxford,Royal New Zealand Air Force - RNZAF,Woodbourne - Woodbourne,1,No,1,Unknown
1941-05-29,Spring,Greece,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Shallufa - Shallufa,6,Yes,0,Technical failure
1941-06-03,Summer,United Kingdom,Europe,De Havilland DH.84 Dragon,Great Western %26 Southern Air Lines,Saint Mary's - Saint Just,6,No,6,"Terrorism act, Hijacking, Sabotage"
1941-06-03,Summer,United Kingdom,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Silloth - Silloth,6,Yes,0,Unknown
1941-06-06,Summer,Turkey,Asia,Supermarine Walrus,Turkish Air Force - Türk Hava Kuvvetleri,,2,No,2,Unknown
1941-06-07,Summer,United Kingdom,Europe,Airspeed AS.10 Oxford,Royal Air Force - RAF,South Cerney - South Cerney,1,Yes,0,Technical failure
1941-06-09,Summer,United Kingdom,Europe,Handley Page H.P.54 Harrow,Royal Air Force - RAF,,4,Yes,0,Unknown
1941-06-09,Summer,United Kingdom,Europe,Armstrong Whitworth AW.38 Whitley,Royal Air Force - RAF,Dishforth - Dishforth,5,Yes,5,Human factor
1941-06-10,Summer,Sweden,Europe,Caproni Ca.133,Swedish Air Force - Flygvapnet,Lidköping - Lidköping,3,Yes,1,Technical failure
1941-06-10,Summer,Brazil,South America,Consolidated 16 Commodore,Brazilian Air Force - Força Aérea Brasileira,Belém - Belém,8,No,8,Human factor
1941-06-14,Summer,United States of America,North America,Ford 4,Hangar 6,,0,Yes,0,Unknown
1941-06-14,Summer,Nigeria,Africa,Lockheed 18 LodeStar,South African Air Force,,0,Yes,0,Technical failure
1941-06-15,Summer,Denmark,Europe,Focke-Wulf Fw.200 Condor,German Air Force - Deutsche Luftwaffe,,0,Yes,0,Technical failure
1941-06-16,Summer,United Kingdom,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Honington - Honington,6,Yes,0,Unknown
1941-06-17,Summer,Nigeria,Africa,De Havilland DH.86 Express,British Overseas Airways Corporation - BOAC,Cairo – Leopoldville,0,Yes,0,Unknown
1941-06-17,Summer,Belgium,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Newton - Newton,6,No,6,Technical failure
1941-06-18,Summer,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,Upwood - Upwood,5,Yes,0,Technical failure
1941-06-18,Summer,Romania,Europe,Lockheed 14 Super Electra,Liniile Aeriene Române Exploatate cu Statul - LARES,,0,,0,Unknown
1941-06-18,Summer,United Kingdom,Europe,De Havilland DH.80 Puss Moth,Royal Air Force - RAF,White Waltham - South Marston,1,Yes,0,Unknown
1941-06-19,Summer,Romania,Europe,Douglas DC-3,Liniile Aeriene Române Exploatate cu Statul - LARES,Bucharest – Sofia,18,Yes,0,Unknown
1941-06-20,Summer,Spain,Europe,Short S.26 G-Class,Royal Air Force - RAF,Mount Batten – Gibraltar,11,Yes,9,Technical failure
1941-06-20,Summer,Australia,Oceania,De Havilland DH.89 Dragon Rapide,Royal Australian Air Force - RAAF,,5,Yes,1,Technical failure
1941-06-21,Summer,World,World,Mitsubishi MC-20,Manchurian Air Lines,,18,No,18,Unknown
1941-06-21,Summer,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,3,Yes,2,Technical failure
1941-06-21,Summer,New Zealand,Oceania,Airspeed AS.10 Oxford,Royal New Zealand Air Force - RNZAF,Wigram - Wigram,1,No,1,Technical failure
1941-06-22,Summer,United Kingdom,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,West Raynham - West Raynham,9,Yes,8,Weather
1941-06-22,Summer,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,7,No,7,"Terrorism act, Hijacking, Sabotage"
1941-06-23,Summer,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,Sealand - Sealand,4,Yes,0,Unknown
1941-06-26,Summer,Brazil,South America,Sikorsky S-43,Panagra - Pan American-Grace Airways,Rio de Janeiro - Rio de Janeiro,4,Yes,0,Human factor
1941-06-27,Summer,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,7,No,7,"Terrorism act, Hijacking, Sabotage"
1941-06-27,Summer,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Hemswell - Hemswell,6,No,6,Unknown
1941-06-27,Summer,Norway,Europe,Junkers JU.52,German Air Force - Deutsche Luftwaffe,,12,No,12,Unknown
1941-06-27,Summer,Norway,Europe,Junkers JU.52,German Air Force - Deutsche Luftwaffe,Banak – Bardufoss – Trondheim,14,Yes,13,Weather
1941-06-27,Summer,Czech Republic,Europe,Junkers W.33,German Air Force - Deutsche Luftwaffe,,2,No,2,Unknown
1941-06-29,Summer,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Grantham - Grantham,2,Yes,1,Technical failure
1941-06-29,Summer,United Kingdom,Europe,Vickers 290 Wellington I,Royal Air Force - RAF,Lossiemouth - Lossiemouth,3,Yes,0,Unknown
1941-07-02,Summer,Canada,North America,De Havilland DH.60 Moth,Toronto Flying Club,Toronto - Toronto,0,,0,Unknown
1941-07-03,Summer,Sweden,Europe,Caproni Ca.133,Swedish Air Force - Flygvapnet,Lidköping - Lidköping,4,No,4,Human factor
1941-07-06,Summer,World,World,Bristol 130 Bombay,Royal Air Force - RAF,,0,,0,Technical failure
1941-07-07,Summer,United Kingdom,Europe,De Havilland DH.89 Dragon Rapide,Royal Air Force - RAF,Hatston - Donibristle,6,No,6,Weather
1941-07-07,Summer,Brazil,South America,Stinson SR-10 Reliant,Panair do Brasil,Rio de Janeiro - Rio de Janeiro,2,Yes,0,Unknown
1941-07-12,Summer,United Kingdom,Europe,Stinson SR-9 Reliant,Royal Air Force - RAF,,1,Yes,0,Unknown
1941-07-14,Summer,Australia,Oceania,De Havilland DH.60 Moth,Royal Australian Air Force - RAAF,Brisbane - Brisbane,2,Yes,0,Unknown
1941-07-15,Summer,Czech Republic,Europe,Heinkel He.111,German Air Force - Deutsche Luftwaffe,Prague - Prague,2,No,2,Unknown
1941-07-22,Summer,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,,1,No,1,Unknown
1941-07-23,Summer,World,World,Focke-Wulf Fw.200 Condor,German Air Force - Deutsche Luftwaffe,,0,Yes,0,"Terrorism act, Hijacking, Sabotage"
1941-07-24,Summer,Canada,North America,Douglas B-18 Bolo,Royal Canadian Air Force - RCAF,Gander - Gander,6,No,6,Human factor
1941-07-24,Summer,United States of America,North America,Douglas C-50 (DC-3),United States Army Air Forces - USAAF,,0,Yes,0,Technical failure
1941-07-26,Summer,Russia,Asia,Douglas DC-3,Soviet Air Force - Voyenno-vozdushnye sily CCCP,Yedrovo - Andreapol,17,Yes,7,Human factor
1941-07-28,Summer,United Kingdom,Europe,Lockheed L-414 Hudson,Royal Air Force - RAF,,2,No,2,Human factor
1941-07-28,Summer,United Kingdom,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,,7,No,7,Technical failure
1941-07-30,Summer,United Kingdom,Europe,Handley Page H.P.54 Harrow,Royal Air Force - RAF,,7,No,7,Unknown
1941-07-30,Summer,Italy,Europe,Macchi C.100,Ala Littoria,Rome – Cagliari,25,Yes,5,Technical failure
1941-07-31,Summer,Libya,Africa,Short S.25 Sunderland,Royal Air Force - RAF,,12,Yes,8,"Terrorism act, Hijacking, Sabotage"
1941-07-31,Summer,United Kingdom,Europe,Vickers 290 Wellington I,Royal Air Force - RAF,Snaith - Snaith,6,Yes,5,Unknown
1941-08-02,Summer,Gambia,Africa,Douglas DC-2,United States Government,,3,No,3,Unknown
1941-08-03,Summer,United Kingdom,Europe,Airspeed AS.10 Oxford,Royal Air Force - RAF,,2,No,2,Human factor
1941-08-04,Summer,Sudan,Africa,Lockheed 14 Super Electra,British Overseas Airways Corporation - BOAC,Cairo – Leopoldville,0,Yes,0,Unknown
1941-08-04,Summer,France,Europe,Caudron C.440 Goéland,Air France,,2,No,2,Weather
1941-08-05,Summer,United States of America,North America,Douglas Dolphin,United States Coast Guard - USCG,,3,No,3,Weather
1941-08-07,Summer,Canada,North America,De Havilland DH.60 Moth,Provincial Air Service of Lands %26 Forests,Gogama - Sault Sainte Marie,2,Yes,0,Unknown
1941-08-07,Summer,Italy,Europe,Piaggio P.108,Regia Aeronautica,Pisa - Pisa,8,Yes,3,Technical failure
1941-08-10,Summer,United Kingdom,Europe,Consolidated LB-30 Liberator,Royal Air Force - RAF,Ayr – Montreal,22,No,22,Human factor
1941-08-10,Summer,United Kingdom,Europe,Lockheed L-414 Hudson,Royal Netherlands Navy - Marineluchtvaartdienst,,2,No,2,Unknown
1941-08-11,Summer,United States of America,North America,Lockheed 5 Vega,Private American,,1,Yes,0,Technical failure
1941-08-13,Summer,Malta,Europe,Supermarine Walrus,Royal Air Force - RAF,,0,,0,Unknown
1941-08-13,Summer,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,7,Yes,0,Unknown
1941-08-13,Summer,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,6,Yes,4,"Terrorism act, Hijacking, Sabotage"
1941-08-13,Summer,Netherlands,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,6,No,6,"Terrorism act, Hijacking, Sabotage"
1941-08-13,Summer,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,Upwood - Upwood,6,Yes,0,Technical failure
1941-08-14,Summer,United Kingdom,Europe,Consolidated LB-30 Liberator,Royal Air Force - RAF,Ayr – Montreal,22,No,22,Human factor
1941-08-15,Summer,Australia,Oceania,Lockheed L-414 Hudson,Royal Australian Air Force - RAAF,Darwin - Dawrin,4,No,4,Human factor
1941-08-15,Summer,Colombia,South America,Ford 5,Colombian Air Force - Fuerza Aérea Colombiana,Palanquero – Bogota,15,Yes,1,Unknown
1941-08-16,Summer,United Kingdom,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,,7,Yes,3,"Terrorism act, Hijacking, Sabotage"
1941-08-17,Summer,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,6,Yes,0,"Terrorism act, Hijacking, Sabotage"
1941-08-17,Summer,Belgium,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,7,Yes,2,"Terrorism act, Hijacking, Sabotage"
1941-08-18,Summer,Brazil,South America,Lockheed 18 LodeStar,Panair do Brasil,Curitiba – Sao Paulo,14,Yes,8,Human factor
1941-08-19,Summer,Norway,Europe,Lockheed L-414 Hudson,Royal Netherlands Navy - Marineluchtvaartdienst,,5,No,5,Unknown
1941-08-21,Summer,United Kingdom,Europe,Vickers 408 Wellington IA,Royal Air Force - RAF,,0,Yes,0,Unknown
1941-08-23,Summer,United Kingdom,Europe,Consolidated PBY-5A Catalina,Royal Canadian Air Force - RCAF,,7,Yes,5,Unknown
1941-08-24,Summer,United Kingdom,Europe,De Havilland DH.80 Puss Moth,Royal Air Force - RAF,Prestwick – White Waltham,2,Yes,0,Technical failure
1941-08-26,Summer,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,,0,,0,Unknown
1941-08-26,Summer,Iraq,Asia,Airspeed AS.10 Oxford,Royal Air Force - RAF,,0,Yes,0,Technical failure
1941-08-27,Summer,Colombia,South America,Ford 5,Colombian Air Force - Fuerza Aérea Colombiana,Tarapaca – Tres Esquinas,16,No,16,Technical failure
1941-08-27,Summer,United Kingdom,Europe,Blackburn B-26 Botha,Royal Air Force - RAF,Squires Gate - Squires Gate,3,No,16,Human factor
1941-08-27,Summer,Australia,Oceania,De Havilland DH.80 Puss Moth,Airlines of Australia,Horn Island - Coen - Cairns,3,No,3,Technical failure
1941-08-27,Summer,Turkmenistan,Asia,Tupolev ANT-6 (TB-3 & G-2),Aeroflot - Russian International Airlines,Tashkent – Ashgabat,9,Yes,6,Human factor
1941-08-28,Summer,New Zealand,Oceania,Airspeed AS.10 Oxford,Royal New Zealand Air Force - RNZAF,Wigram – Ellesmere,2,No,2,Unknown
1941-08-28,Summer,United Kingdom,Europe,Blackburn B-26 Botha,Royal Air Force - RAF,Valley – West Freugh,3,No,3,Unknown
1941-08-29,Summer,United Kingdom,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,,0,Yes,0,Human factor
1941-08-30,Summer,Norway,Europe,Lockheed L-414 Hudson,Royal Netherlands Navy - Marineluchtvaartdienst,,5,No,5,Unknown
1941-08-30,Summer,Norway,Europe,Lockheed L-414 Hudson,Royal Netherlands Navy - Marineluchtvaartdienst,,5,Yes,3,"Terrorism act, Hijacking, Sabotage"
1941-08-30,Summer,Norway,Europe,Lockheed L-414 Hudson,Royal Netherlands Navy - Marineluchtvaartdienst,,5,No,5,Unknown
1941-09-01,Autumn,France,Europe,Bloch MB.220,Air France,Marseille – Toulouse,17,Yes,15,Technical failure
1941-09-01,Autumn,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,6,Yes,4,"Terrorism act, Hijacking, Sabotage"
1941-09-01,Autumn,United Kingdom,Europe,Consolidated B-24 Liberator,Royal Air Force - RAF,Montreal - Campeltown,10,No,10,Human factor
1941-09-02,Autumn,Norway,Europe,Lockheed L-414 Hudson,Royal Air Force - RAF,Thornaby - Thornaby,4,No,4,Human factor
1941-09-02,Autumn,United Kingdom,Europe,Airspeed AS.10 Oxford,Royal Air Force - RAF,,0,,0,Unknown
1941-09-03,Autumn,United Kingdom,Europe,Armstrong Whitworth AW.38 Whitley,Royal Air Force - RAF,Linton-on-Ouse - Acklington,5,Yes,4,Human factor
1941-09-03,Autumn,Germany,Europe,Avro 679 Manchester,Royal Air Force - RAF,North Luffenham - North Luffenham,7,No,7,"Terrorism act, Hijacking, Sabotage"
1941-09-03,Autumn,France,Europe,Caudron C.440 Goéland,Section Civile de Liaisons Aériennes Métropolitaines - SCLAM,Marseille – Ambérieu-en-Bugey,4,No,4,Weather
1941-09-04,Autumn,United Kingdom,Europe,De Havilland DH.80 Puss Moth,Royal Air Force - RAF,Gatwick - Kenley,1,Yes,0,Unknown
1941-09-06,Autumn,Norway,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,,8,No,8,"Terrorism act, Hijacking, Sabotage"
1941-09-07,Autumn,United Kingdom,Europe,Avro 652 Anson,Royal Air Force - RAF,Abingdon - Abingdon,5,Yes,1,Human factor
1941-09-07,Autumn,Papua New Guinea,Oceania,De Havilland DH.60 Moth,Guinea Airways,Bulolo – Wau,1,Yes,0,Unknown
1941-09-07,Autumn,Sierra Leone,Africa,Douglas DC-2,Royal Air Force - RAF,,3,Yes,0,Unknown
1941-09-08,Autumn,Norway,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,Kinloss - Kinloss,7,No,7,"Terrorism act, Hijacking, Sabotage"
1941-09-08,Autumn,United Kingdom,Europe,Boeing B-17 Flying Fortress,Royal Air Force - RAF,Kinloss - Kinloss,7,Yes,1,"Terrorism act, Hijacking, Sabotage"
1941-09-09,Autumn,United Kingdom,Europe,Lockheed L-414 Hudson,Royal Air Force - RAF,Silloth - Silloth,4,No,4,Human factor
1941-09-09,Autumn,United States of America,North America,Douglas B-18 Bolo,United States Army Air Forces - USAAF,,6,No,6,Human factor
1941-09-11,Autumn,Canada,North America,Beechcraft S18,British Yukon Navigation Company - BYNC,,2,Yes,0,Unknown
1941-09-13,Autumn,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,7,Yes,0,Technical failure
1941-09-14,Autumn,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Coltishall - Coltishall,6,Yes,1,Technical failure
1941-09-15,Autumn,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,,10,No,10,Unknown
1941-09-16,Autumn,United Kingdom,Europe,Vickers 290 Wellington I,Royal Air Force - RAF,Hampstead Norris - Hampstead Norris,4,Yes,0,Unknown
1941-09-16,Autumn,Sweden,Europe,Caproni Ca.133,Swedish Air Force - Flygvapnet,Lidköping - Lidköping,4,No,4,Other causes
1941-09-17,Autumn,United States of America,North America,Avro 652 Anson,Royal Canadian Air Force - RCAF,Claresholm – Fort Benton,5,Yes,0,Unknown
1941-09-18,Autumn,Australia,Oceania,De Havilland DH.60 Moth,Eastern Air Transport,Sydney - Ettalong Beach,2,Yes,0,Unknown
1941-09-21,Autumn,Canada,North America,Avro 652 Anson,Royal Air Force - RAF,,3,No,3,Unknown
1941-09-21,Autumn,United Kingdom,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Elsham Wolds - Elsham Wolds,6,Yes,0,Technical failure
1941-09-23,Autumn,Egypt,Africa,Bristol 130 Bombay,Royal Air Force - RAF,,0,,0,Unknown
1941-09-25,Autumn,United States of America,North America,Martin B-26 Marauder,United States Army Air Forces - USAAF,Langley - Langley,2,No,2,Technical failure
1941-09-26,Autumn,Bolivia,South America,Ford 5,Compania Aramayo de Mines,,5,No,5,Technical failure
1941-09-27,Autumn,Finland,Europe,Fokker F8,Finnish Air Force - Suomen Ilmavoimat,Oripää - Turku,4,Yes,0,Technical failure
1941-09-28,Autumn,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,,2,Yes,0,Technical failure
1941-09-29,Autumn,United Kingdom,Europe,Vickers 416 Wellington IC,Royal Air Force - RAF,Mount Farm - Mount Farm,4,Yes,0,Unknown
1941-09-29,Autumn,Russia,Asia,Tupolev ANT-4 (TB-1 & G-1),Polyarnaya Aviatsiya,Anadyr – Snezhnoye,4,No,4,Human factor
1941-09-30,Autumn,United States of America,North America,Lockheed 9 Orion,Aircraft Exportation Corporation,,1,Yes,0,Unknown
1941-10-02,Autumn,United States of America,North America,Douglas B-18 Bolo,United States Army Air Forces - USAAF,,6,No,6,Unknown
1941-10-03,Autumn,Puerto Rico,Central America,Sikorsky S-42,Pan American World Airways - PAA,Miami – Antilla – Port-au-Prince – San Pedro de Macorís – San Juan – Buenos Aires,27,Yes,2,Human factor
1941-10-03,Autumn,Canada,North America,Lockheed L-414 Hudson,Royal Canadian Air Force - RCAF,,0,Yes,0,Unknown
1941-10-03,Autumn,Russia,Asia,GVF PS-84,Aeroflot - Russian International Airlines,Vyazma – Moscow,8,Yes,1,Other causes
1941-10-04,Autumn,Fiji Islands,Oceania,De Havilland DH.60 Moth,Royal New Zealand Air Force - RNZAF,Nadi - Nadi,2,No,2,"Terrorism act, Hijacking, Sabotage"
1941-10-05,Autumn,United States of America,North America,Lockheed 12 Electra Junior,United States Army Air Forces - USAAF,,0,Yes,0,Unknown
1941-10-08,Autumn,Norway,Europe,Junkers JU.52,German Air Force - Deutsche Luftwaffe,,4,Yes,0,Other causes
1941-10-09,Autumn,Sudan,Africa,De Havilland DH.89 Dragon Rapide,Misrair,Lod - Port Sudan,6,Yes,0,Unknown
1941-10-10,Autumn,Bolivia,South America,Sikorsky S-38,Lloyd Aéreo Boliviano - LAB Airlines,,0,Yes,0,Unknown
1941-10-10,Autumn,Australia,Oceania,De Havilland DH.83 Fox Moth,Northern Territory Medical Services,Katherine – Darwin,3,Yes,1,Human factor
1941-10-11,Autumn,United States of America,North America,Boeing B-17 Flying Fortress,United States Army Air Forces - USAAF,,0,Yes,0,Unknown
1941-10-13,Autumn,Indonesia,Asia,Lockheed 18 LodeStar,Royal Netherlands East Indies Air Force - ML-KNIL,Batavia - Bandung,5,No,12,Technical failure
1941-10-13,Autumn,Belgium,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,7,Yes,5,"Terrorism act, Hijacking, Sabotage"
1941-10-14,Autumn,Belgium,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,7,Yes,5,"Terrorism act, Hijacking, Sabotage"
1941-10-14,Autumn,Belgium,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,7,Yes,6,"Terrorism act, Hijacking, Sabotage"
1941-10-14,Autumn,United Kingdom,Europe,Saro A.36 Lerwick,Royal Air Force - RAF,,12,Yes,9,Unknown
1941-10-15,Autumn,New Zealand,Oceania,Airspeed AS.10 Oxford,Royal New Zealand Air Force - RNZAF,Ohakea - Ohakea,2,No,2,Unknown
1941-10-16,Autumn,United Kingdom,Europe,Saro A.36 Lerwick,Royal Air Force - RAF,,0,Yes,0,Unknown
1941-10-21,Autumn,United Kingdom,Europe,Avro 679 Manchester,Royal Air Force - RAF,Waddington - Waddington,7,No,7,Unknown
1941-10-21,Autumn,World,World,Avro 679 Manchester,Royal Air Force - RAF,Coningsby - Coningsby,7,No,7,Unknown
1941-10-21,Autumn,United Kingdom,Europe,Saro A.36 Lerwick,Royal Air Force - RAF,Helensburgh - Helensburgh,7,No,7,Technical failure
